"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2023,"France","71","Rubber products",26918,26918,0,113665,95699
2023,"France","73","Clay building materials",202537,202537,0,161489,161489
2023,"France","73_74_75_76","Aggregate (see variable gloria_sector)",4342,4342,0,6420,0
2023,"France","74","Glass and other ceramics n.e.c.",152356,152356,0,193598,173784
2023,"France","74_76","Aggregate (see variable gloria_sector)",4342,4342,0,6420,0
2023,"France","75","Cement, lime and plaster products",5474122,5474122,0,5696959,3668932
2023,"France","76","Other non-metallic mineral products n.e.c.",18441,18441,0,29480,0
2023,"France","77","Basic iron and steel",3353291,3353291,0,1742993,239660
2023,"France","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",3351933,3351933,0,1740959,237626
2023,"France","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",393882,393882,0,199406,174522
2023,"France","86","Machinery and equipment",0,0,0,0,0
2023,"France","87","Motor vehicles, trailers and semi-trailers",25196,25196,0,101134,101134
2023,"France","88","Other transport equipment",0,0,0,0,0
2023,"France","89","Repair and installation of machinery and equipment (service)",0,0,0,0,0
2023,"France","91","Electrical equipment",0,0,0,972,972
2023,"France","92","Furniture and other manufacturing n.e.c",0,0,0,0,0
2023,"France","93","Electric power generation, transmission and distribution",779574,779574,0,10316122,9295957
2023,"France","93_94","Aggregate (see variable gloria_sector)",2125,2125,0,468835,1209
2023,"France","94","Distribution of gaseous fuels through mains",293782,293782,0,4368248,304106
2023,"France","104","Water transport",0,0,0,0,0
2023,"France","105","Air transport",123051,123051,0,413400,0
2023,"France","111","Information services",13133,13133,0,22009,22009
2023,"Germany","6_7","Aggregate (see variable gloria_sector)",13389,13389,0,9469,0
2023,"Germany","10","Growing crops n.e.c.",0,0,0,0,0
2023,"Germany","12","Growing fruits and nuts",0,0,0,0,0
2023,"Germany","15","Seeds and plant propagation",0,0,0,0,0
2023,"Germany","26","Petroleum extraction",31738,31738,0,226832,114874
2023,"Germany","27","Gas extraction",397064,397064,0,1366962,1366634
2023,"Germany","39","Extraction of salt",331331,331331,0,226515,216267
2023,"Germany","40","Mining and quarrying n.e.c.; services to mining",62011,62011,0,49173,49173
2023,"Germany","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2023,"Germany","47","Cereal products",270489,270489,0,432751,384774
2023,"Germany","48_49","Aggregate (see variable gloria_sector)",210267,210267,0,286205,90862
2023,"Germany","50","Food products and feeds n.e.c.",30614,30614,0,84676,47741
2023,"Germany","51","Sugar refining; cocoa, chocolate and confectionery",167109,167109,0,252333,252333
2023,"Germany","52_53","Aggregate (see variable gloria_sector)",177440,177440,0,313061,105236
2023,"Germany","54","Dairy products",245391,245391,0,418596,69175
2023,"Germany","55","Alcoholic and other  beverages",51468,51468,0,109794,79514
2023,"Germany","56","Tobacco products",0,0,0,0,0
2023,"Germany","57","Textiles and clothing",22598,22598,0,22386,22386
2023,"Germany","60","Pulp and paper",686342,686342,0,652356,95476
2023,"Germany","63","Refined petroleum products",16117114,16117114,0,21338462,8882242
2023,"Germany","64","Nitrogenous fertilizers",2762988,2762988,0,2759056,2759056
2023,"Germany","65_70","Aggregate (see variable gloria_sector)",2739,2739,0,2740,2740
2023,"Germany","66","Basic petrochemical products",157302,157302,0,270380,200239
2023,"Germany","66_67_68_70","Aggregate (see variable gloria_sector)",11062726,11062726,0,12168243,11103848
2023,"Germany","69","Pharmaceuticals and medicinal products",68044,68044,0,114108,114108
2023,"Germany","70","Dyes, paints, glues, detergents and other chemical products",198045,198045,0,317842,114642
2023,"Germany","71","Rubber products",0,0,0,0,0
2023,"Germany","72","Plastic products",0,0,0,0,0
2023,"Germany","73","Clay building materials",356975,356975,0,404933,243622
2023,"Germany","73_74_75_76","Aggregate (see variable gloria_sector)",6478,6478,0,8376,8376
2023,"Germany","74","Glass and other ceramics n.e.c.",349252,349252,0,403019,222692
2023,"Germany","74_76","Aggregate (see variable gloria_sector)",6478,6478,0,8376,8376
2023,"Germany","75","Cement, lime and plaster products",9980,9980,0,37153,0
2023,"Germany","76","Other non-metallic mineral products n.e.c.",167960,167960,0,196236,87614
2023,"Germany","77","Basic iron and steel",10238139,10238139,0,4559983,0
2023,"Germany","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",10238139,10238139,0,4559983,0
2023,"Germany","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",218007,218007,0,95857,0
2023,"Germany","87","Motor vehicles, trailers and semi-trailers",18184,18184,0,73166,73166
2023,"Germany","88","Other transport equipment",0,0,0,0,0
2023,"Germany","89","Repair and installation of machinery and equipment (service)",2636,2636,0,10648,10648
2023,"Germany","90","Computers; electronic products; optical and precision instruments",1811,1811,0,8519,8519
2023,"Germany","93","Electric power generation, transmission and distribution",172946,172946,0,12465795,11948628
2023,"Germany","93_94","Aggregate (see variable gloria_sector)",81444,81444,0,9831226,8003508
2023,"Germany","94","Distribution of gaseous fuels through mains",41848,41848,0,1103344,1103344
2023,"Germany","97","Materials recovery",0,0,0,0,0
2023,"Germany","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",3431,3431,0,12532,12532
2023,"Germany","103","Transport via pipeline",0,0,0,0,0
2023,"Germany","104","Water transport",0,0,0,0,0
2023,"Germany","105","Air transport",1164741,1164741,0,2692385,5303652
2023,"Germany","106","Services to transport",48262,48262,0,163024,85910
2023,"Germany","110","Telecommunications",0,0,0,844,0
2023,"Germany","111","Information services",974,974,0,6136,0
2023,"Germany","116","Government; social security; defence; public order",1655,1655,0,7491,7491
2023,"Germany","117","Education",8907,8907,0,53606,28704
2023,"Germany","118","Human health and social work activities",27664,27664,0,129732,106094
2023,"Greece","20","Raising of animals n.e.c.; services to agriculture",0,0,0,0,0
2023,"Greece","26","Petroleum extraction",288446,288446,0,1413908,0
2023,"Greece","27","Gas extraction",93434,93434,0,395968,0
2023,"Greece","41_42_43_44_45","Aggregate (see variable gloria_sector)",12064,12064,0,69757,0
2023,"Greece","46","Fish products",4216,4216,0,25070,0
2023,"Greece","47","Cereal products",198415,198415,0,313530,137685
2023,"Greece","48_49","Aggregate (see variable gloria_sector)",112585,112585,0,309742,29715
2023,"Greece","50","Food products and feeds n.e.c.",35755,35755,0,153518,115459
2023,"Greece","50_51","Aggregate (see variable gloria_sector)",0,0,0,0,0
2023,"Greece","51","Sugar refining; cocoa, chocolate and confectionery",86966,86966,0,106384,0
2023,"Greece","52_53","Aggregate (see variable gloria_sector)",114649,114649,0,219332,219332
2023,"Greece","54","Dairy products",19807,19807,0,115372,6969
2023,"Greece","55","Alcoholic and other  beverages",20138,20138,0,15618,6088
2023,"Greece","57","Textiles and clothing",114627,114627,0,82043,7472
2023,"Greece","58","Leather and footwear",0,0,0,0,0
2023,"Greece","59","Sawmill products",312819,312819,0,102112,36048
2023,"Greece","60","Pulp and paper",2106800,2106800,0,2776272,780618
2023,"Greece","61","Printing",0,0,0,0,0
2023,"Greece","62","Coke oven products",177188,177188,0,258748,0
2023,"Greece","63","Refined petroleum products",18417196,18417196,0,31916888,7631816
2023,"Greece","64","Nitrogenous fertilizers",1018355,1018355,0,723001,723001
2023,"Greece","65_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2023,"Greece","66","Basic petrochemical products",418346,418346,0,193630,48480
2023,"Greece","66_67_68_70","Aggregate (see variable gloria_sector)",4158691,4158691,0,3695188,766955
2023,"Greece","69","Pharmaceuticals and medicinal products",166586,166586,0,329354,138750
2023,"Greece","70","Dyes, paints, glues, detergents and other chemical products",69519,69519,0,146318,112883
2023,"Greece","71","Rubber products",6989,6989,0,54785,27681
2023,"Greece","72","Plastic products",7667,7667,0,23603,23603
2023,"Greece","73","Clay building materials",1451269,1451269,0,1817392,707341
2023,"Greece","73_74_75_76","Aggregate (see variable gloria_sector)",174733,174733,0,163893,160197
2023,"Greece","74","Glass and other ceramics n.e.c.",1922595,1922595,0,2534391,922395
2023,"Greece","74_76","Aggregate (see variable gloria_sector)",161436,161436,0,153339,149643
2023,"Greece","75","Cement, lime and plaster products",12023623,12023623,0,12472098,2357912
2023,"Greece","76","Other non-metallic mineral products n.e.c.",47397,47397,0,69055,69055
2023,"Greece","77","Basic iron and steel",9170977,9170977,0,8080773,1961342
2023,"Greece","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",9117387,9117387,0,8025380,1961342
2023,"Greece","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",448799,448799,0,374475,146251
2023,"Greece","85","Fabricated metal products",394140,394140,0,490593,302913
2023,"Greece","86","Machinery and equipment",2626,2626,0,7648,3621
2023,"Greece","87","Motor vehicles, trailers and semi-trailers",1028,1028,0,478,478
2023,"Greece","88","Other transport equipment",30151,30151,0,190409,115462
2023,"Greece","89","Repair and installation of machinery and equipment (service)",0,0,0,0,0
2023,"Greece","90","Computers; electronic products; optical and precision instruments",3468,3468,0,78181,78181
2023,"Greece","91","Electrical equipment",1122,1122,0,4058,0
2023,"Greece","92","Furniture and other manufacturing n.e.c",0,0,0,0,0
2023,"Greece","93","Electric power generation, transmission and distribution",269407,269407,0,56768426,31871912
2023,"Greece","93_94","Aggregate (see variable gloria_sector)",90187,90187,0,1476644,175514
2023,"Greece","94","Distribution of gaseous fuels through mains",211976,211976,0,2116797,160359
2023,"Greece","96","Waste collection, treatment, and disposal",0,0,0,0,0
2023,"Greece","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",1793,1793,0,8461,0
2023,"Greece","102","Rail transport",0,0,0,0,0
2023,"Greece","103","Transport via pipeline",335376,335376,0,1555172,0
2023,"Greece","104","Water transport",0,0,0,0,0
2023,"Greece","105","Air transport",1197982,1197982,0,2467484,2451660
2023,"Greece","106","Services to transport",13612,13612,0,97254,95408
2023,"Greece","107","Postal and courier services",0,0,0,0,0
2023,"Greece","108","Hospitality",3206,3206,0,17702,17702
2023,"Greece","109","Publishing",0,0,0,0,0
2023,"Greece","111","Information services",28724,28724,0,39620,0
2023,"Greece","115","Administrative services",0,0,0,0,0
2023,"Greece","118","Human health and social work activities",7156,7156,0,75126,75126
2023,"Hungary","24","Hard coal",33554,33554,0,143524,143524
2023,"Hungary","26","Petroleum extraction",165014,165014,0,242578,147726
2023,"Hungary","28","Iron ores",140020,140020,0,124972,124972
2023,"Hungary","37","Quarrying of stone, sand and clay",13623,13623,0,40041,9387
2023,"Hungary","40","Mining and quarrying n.e.c.; services to mining",298724,298724,0,338280,338280
2023,"Hungary","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2023,"Hungary","47","Cereal products",213570,213570,0,336061,318530
2023,"Hungary","48_49","Aggregate (see variable gloria_sector)",101003,101003,0,213963,185353
2023,"Hungary","50","Food products and feeds n.e.c.",7293,7293,0,35259,20203
2023,"Hungary","51","Sugar refining; cocoa, chocolate and confectionery",997428,997428,0,1649835,548823
2023,"Hungary","52_53","Aggregate (see variable gloria_sector)",134111,134111,0,213026,96271
2023,"Hungary","54","Dairy products",115344,115344,0,347317,323675
2023,"Hungary","55","Alcoholic and other  beverages",21646,21646,0,87297,59155
2023,"Hungary","57","Textiles and clothing",0,0,0,0,0
2023,"Hungary","59","Sawmill products",791126,791126,0,237631,37401
2023,"Hungary","60","Pulp and paper",4647004,4647004,0,3828037,2817677
2023,"Hungary","61","Printing",7171,7171,0,31727,31727
2023,"Hungary","62","Coke oven products",2185156,2185156,0,5769878,3760680
2023,"Hungary","63","Refined petroleum products",31189564,31189564,0,42058754,17463552
2023,"Hungary","64","Nitrogenous fertilizers",3886010,3886010,0,2900471,248229
2023,"Hungary","65_70","Aggregate (see variable gloria_sector)",1988,1988,0,12531,0
2023,"Hungary","66","Basic petrochemical products",117938,117938,0,87075,327
2023,"Hungary","66_67_68_70","Aggregate (see variable gloria_sector)",12210305,12210305,0,9910671,2747748
2023,"Hungary","69","Pharmaceuticals and medicinal products",93128,93128,0,240904,213464
2023,"Hungary","70","Dyes, paints, glues, detergents and other chemical products",64406,64406,0,196495,165609
2023,"Hungary","71","Rubber products",17391,17391,0,95147,74321
2023,"Hungary","72","Plastic products",10153,10153,0,44590,21498
2023,"Hungary","73","Clay building materials",1232687,1232687,0,983713,589363
2023,"Hungary","73_74_75_76","Aggregate (see variable gloria_sector)",76662,76662,0,79841,48212
2023,"Hungary","74","Glass and other ceramics n.e.c.",2826164,2826164,0,3325730,1578927
2023,"Hungary","74_76","Aggregate (see variable gloria_sector)",76662,76662,0,79841,48212
2023,"Hungary","75","Cement, lime and plaster products",21990033,21990033,0,22090714,13179180
2023,"Hungary","76","Other non-metallic mineral products n.e.c.",399234,399234,0,391528,363587
2023,"Hungary","77","Basic iron and steel",44569913,44569913,0,28895399,18259534
2023,"Hungary","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",43951549,43951549,0,28092784,17906204
2023,"Hungary","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",2179994,2179994,0,1964641,1176410
2023,"Hungary","85","Fabricated metal products",249159,249159,0,345915,102676
2023,"Hungary","86","Machinery and equipment",7777,7777,0,53299,10356
2023,"Hungary","87","Motor vehicles, trailers and semi-trailers",107914,107914,0,634271,510341
2023,"Hungary","88","Other transport equipment",36473,36473,0,164738,160784
2023,"Hungary","89","Repair and installation of machinery and equipment (service)",3073,3073,0,19116,19688
2023,"Hungary","90","Computers; electronic products; optical and precision instruments",516,516,0,1856,1856
2023,"Hungary","91","Electrical equipment",0,0,0,0,0
2023,"Hungary","92","Furniture and other manufacturing n.e.c",24702,24702,0,191822,191822
2023,"Hungary","93","Electric power generation, transmission and distribution",5422625,5422625,0,153509920,82414549
2023,"Hungary","93_94","Aggregate (see variable gloria_sector)",28514,28514,0,2318230,2181703
2023,"Hungary","94","Distribution of gaseous fuels through mains",8282997,8282997,0,50707227,33076502
2023,"Hungary","95","Water collection, treatment and supply; sewerage",0,0,0,0,0
2023,"Hungary","96","Waste collection, treatment, and disposal",4961,4961,0,22929,22929
